Actividad económica,cod_municipio,cod_provincia,geocode,municipio,num_casos,Periodo,provincia,Sexo
Industria,38038,38,20230101_38038_D07_S009,Santa Cruz de Tenerife,30,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D08_S001,Santa Cruz de Tenerife,8,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D08_S001,Santa Cruz de Tenerife,18,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S001,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S001,Santa Cruz de Tenerife,10,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S002,Santa Cruz de Tenerife,2,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S002,Santa Cruz de Tenerife,11,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S003,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S003,Santa Cruz de Tenerife,21,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S006,Santa Cruz de Tenerife,5,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S006,Santa Cruz de Tenerife,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S007,Santa Cruz de Tenerife,2,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S007,Santa Cruz de Tenerife,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S009,Santa Cruz de Tenerife,6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S009,Santa Cruz de Tenerife,13,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S010,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S010,Santa Cruz de Tenerife,19,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S011,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S011,Santa Cruz de Tenerife,19,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S012,Santa Cruz de Tenerife,9,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S012,Santa Cruz de Tenerife,17,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S014,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S014,Santa Cruz de Tenerife,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S015,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S015,Santa Cruz de Tenerife,10,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S016,Santa Cruz de Tenerife,1,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S016,Santa Cruz de Tenerife,9,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S018,Santa Cruz de Tenerife,1,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S018,Santa Cruz de Tenerife,14,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S019,Santa Cruz de Tenerife,7,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S019,Santa Cruz de Tenerife,18,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S021,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S021,Santa Cruz de Tenerife,13,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D09_S022,Santa Cruz de Tenerife,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D09_S022,Santa Cruz de Tenerife,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S001,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S001,Santa Cruz de Tenerife,18,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S002,Santa Cruz de Tenerife,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S002,Santa Cruz de Tenerife,11,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S003,Santa Cruz de Tenerife,2,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S003,Santa Cruz de Tenerife,12,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S004,Santa Cruz de Tenerife,5,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S004,Santa Cruz de Tenerife,10,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S005,Santa Cruz de Tenerife,1,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S005,Santa Cruz de Tenerife,9,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S006,Santa Cruz de Tenerife,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S006,Santa Cruz de Tenerife,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S007,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S007,Santa Cruz de Tenerife,12,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S008,Santa Cruz de Tenerife,5,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S008,Santa Cruz de Tenerife,10,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S009,Santa Cruz de Tenerife,5,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S009,Santa Cruz de Tenerife,11,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S010,Santa Cruz de Tenerife,2,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S010,Santa Cruz de Tenerife,12,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S011,Santa Cruz de Tenerife,7,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S011,Santa Cruz de Tenerife,11,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S012,Santa Cruz de Tenerife,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S012,Santa Cruz de Tenerife,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S013,Santa Cruz de Tenerife,1,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S013,Santa Cruz de Tenerife,5,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S014,Santa Cruz de Tenerife,1,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S014,Santa Cruz de Tenerife,9,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S015,Santa Cruz de Tenerife,7,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S015,Santa Cruz de Tenerife,8,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D10_S016,Santa Cruz de Tenerife,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D10_S016,Santa Cruz de Tenerife,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S001,Santa Cruz de Tenerife,6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S001,Santa Cruz de Tenerife,25,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S002,Santa Cruz de Tenerife,9,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S002,Santa Cruz de Tenerife,48,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S003,Santa Cruz de Tenerife,14,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S003,Santa Cruz de Tenerife,42,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S004,Santa Cruz de Tenerife,10,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S004,Santa Cruz de Tenerife,37,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S005,Santa Cruz de Tenerife,8,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S005,Santa Cruz de Tenerife,32,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S006,Santa Cruz de Tenerife,10,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S006,Santa Cruz de Tenerife,26,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S007,Santa Cruz de Tenerife,6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S007,Santa Cruz de Tenerife,23,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S008,Santa Cruz de Tenerife,10,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S008,Santa Cruz de Tenerife,26,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S009,Santa Cruz de Tenerife,6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S009,Santa Cruz de Tenerife,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S010,Santa Cruz de Tenerife,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S010,Santa Cruz de Tenerife,22,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S011,Santa Cruz de Tenerife,2,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S011,Santa Cruz de Tenerife,5,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S012,Santa Cruz de Tenerife,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S012,Santa Cruz de Tenerife,15,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S013,Santa Cruz de Tenerife,8,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S013,Santa Cruz de Tenerife,32,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S014,Santa Cruz de Tenerife,6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S014,Santa Cruz de Tenerife,22,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S015,Santa Cruz de Tenerife,14,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S015,Santa Cruz de Tenerife,25,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S016,Santa Cruz de Tenerife,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S016,Santa Cruz de Tenerife,13,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S017,Santa Cruz de Tenerife,6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S017,Santa Cruz de Tenerife,13,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S018,Santa Cruz de Tenerife,8,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S018,Santa Cruz de Tenerife,32,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S019,Santa Cruz de Tenerife,7,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S019,Santa Cruz de Tenerife,21,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S020,Santa Cruz de Tenerife,9,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S020,Santa Cruz de Tenerife,24,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D11_S021,Santa Cruz de Tenerife,17,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D11_S021,Santa Cruz de Tenerife,40,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S001,Santa Cruz de Tenerife,8,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S001,Santa Cruz de Tenerife,39,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S002,Santa Cruz de Tenerife,14,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S002,Santa Cruz de Tenerife,53,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S003,Santa Cruz de Tenerife,7,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S003,Santa Cruz de Tenerife,15,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S004,Santa Cruz de Tenerife,7,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S004,Santa Cruz de Tenerife,19,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S005,Santa Cruz de Tenerife,18,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S005,Santa Cruz de Tenerife,53,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S006,Santa Cruz de Tenerife,9,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S006,Santa Cruz de Tenerife,34,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S007,Santa Cruz de Tenerife,8,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S007,Santa Cruz de Tenerife,24,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S008,Santa Cruz de Tenerife,14,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S008,Santa Cruz de Tenerife,40,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S009,Santa Cruz de Tenerife,11,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S009,Santa Cruz de Tenerife,53,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S010,Santa Cruz de Tenerife,6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S010,Santa Cruz de Tenerife,29,2023,Santa Cruz de Tenerife,Hombres
Industria,38038,38,20230101_38038_D12_S011,Santa Cruz de Tenerife,14,2023,Santa Cruz de Tenerife,Mujeres
Industria,38038,38,20230101_38038_D12_S011,Santa Cruz de Tenerife,30,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S001,Santa Úrsula,9,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S001,Santa Úrsula,29,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S002,Santa Úrsula,1,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S002,Santa Úrsula,13,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S003,Santa Úrsula,5,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S003,Santa Úrsula,19,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S004,Santa Úrsula,12,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S004,Santa Úrsula,20,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S005,Santa Úrsula,5,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S005,Santa Úrsula,15,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S006,Santa Úrsula,6,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S006,Santa Úrsula,24,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S007,Santa Úrsula,13,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S007,Santa Úrsula,29,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S008,Santa Úrsula,2,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S008,Santa Úrsula,19,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20210101_38039_D01_S009,Santa Úrsula,9,2021,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20210101_38039_D01_S009,Santa Úrsula,29,2021,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S001,Santa Úrsula,9,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S001,Santa Úrsula,30,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S002,Santa Úrsula,5,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S002,Santa Úrsula,15,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S003,Santa Úrsula,6,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S003,Santa Úrsula,19,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S004,Santa Úrsula,13,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S004,Santa Úrsula,22,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S005,Santa Úrsula,5,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S005,Santa Úrsula,14,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S006,Santa Úrsula,7,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S006,Santa Úrsula,21,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S007,Santa Úrsula,18,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S007,Santa Úrsula,25,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S008,Santa Úrsula,4,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S008,Santa Úrsula,20,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20220101_38039_D01_S009,Santa Úrsula,8,2022,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20220101_38039_D01_S009,Santa Úrsula,33,2022,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S001,Santa Úrsula,9,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S001,Santa Úrsula,31,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S002,Santa Úrsula,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S002,Santa Úrsula,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S003,Santa Úrsula,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S003,Santa Úrsula,20,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S004,Santa Úrsula,11,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S004,Santa Úrsula,23,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S005,Santa Úrsula,5,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S005,Santa Úrsula,16,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S006,Santa Úrsula,5,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S006,Santa Úrsula,19,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S007,Santa Úrsula,16,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S007,Santa Úrsula,31,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S008,Santa Úrsula,3,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S008,Santa Úrsula,21,2023,Santa Cruz de Tenerife,Hombres
Industria,38039,38,20230101_38039_D01_S009,Santa Úrsula,9,2023,Santa Cruz de Tenerife,Mujeres
Industria,38039,38,20230101_38039_D01_S009,Santa Úrsula,26,2023,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20210101_38040_D01_S001,Santiago del Teide,4,2021,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20210101_38040_D01_S001,Santiago del Teide,31,2021,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20210101_38040_D01_S002,Santiago del Teide,4,2021,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20210101_38040_D01_S002,Santiago del Teide,9,2021,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20210101_38040_D01_S003,Santiago del Teide,9,2021,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20210101_38040_D01_S003,Santiago del Teide,27,2021,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20210101_38040_D01_S004,Santiago del Teide,6,2021,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20210101_38040_D01_S004,Santiago del Teide,25,2021,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20220101_38040_D01_S001,Santiago del Teide,3,2022,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20220101_38040_D01_S001,Santiago del Teide,32,2022,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20220101_38040_D01_S002,Santiago del Teide,6,2022,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20220101_38040_D01_S002,Santiago del Teide,11,2022,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20220101_38040_D01_S003,Santiago del Teide,8,2022,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20220101_38040_D01_S003,Santiago del Teide,29,2022,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20220101_38040_D01_S004,Santiago del Teide,8,2022,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20220101_38040_D01_S004,Santiago del Teide,27,2022,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20230101_38040_D01_S001,Santiago del Teide,5,2023,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20230101_38040_D01_S001,Santiago del Teide,30,2023,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20230101_38040_D01_S002,Santiago del Teide,4,2023,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20230101_38040_D01_S002,Santiago del Teide,12,2023,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20230101_38040_D01_S003,Santiago del Teide,6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20230101_38040_D01_S003,Santiago del Teide,25,2023,Santa Cruz de Tenerife,Hombres
Industria,38040,38,20230101_38040_D01_S004,Santiago del Teide,8,2023,Santa Cruz de Tenerife,Mujeres
Industria,38040,38,20230101_38040_D01_S004,Santiago del Teide,23,2023,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20210101_38041_D01_S001,"Sauzal, El",12,2021,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20210101_38041_D01_S001,"Sauzal, El",31,2021,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20210101_38041_D01_S002,"Sauzal, El",7,2021,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20210101_38041_D01_S002,"Sauzal, El",25,2021,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20210101_38041_D01_S003,"Sauzal, El",8,2021,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20210101_38041_D01_S003,"Sauzal, El",29,2021,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20210101_38041_D01_S004,"Sauzal, El",7,2021,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20210101_38041_D01_S004,"Sauzal, El",19,2021,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20210101_38041_D01_S005,"Sauzal, El",15,2021,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20210101_38041_D01_S005,"Sauzal, El",19,2021,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20210101_38041_D01_S006,"Sauzal, El",17,2021,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20210101_38041_D01_S006,"Sauzal, El",32,2021,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20220101_38041_D01_S001,"Sauzal, El",8,2022,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20220101_38041_D01_S001,"Sauzal, El",27,2022,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20220101_38041_D01_S002,"Sauzal, El",7,2022,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20220101_38041_D01_S002,"Sauzal, El",32,2022,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20220101_38041_D01_S003,"Sauzal, El",5,2022,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20220101_38041_D01_S003,"Sauzal, El",28,2022,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20220101_38041_D01_S004,"Sauzal, El",10,2022,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20220101_38041_D01_S004,"Sauzal, El",17,2022,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20220101_38041_D01_S005,"Sauzal, El",16,2022,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20220101_38041_D01_S005,"Sauzal, El",21,2022,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20220101_38041_D01_S006,"Sauzal, El",17,2022,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20220101_38041_D01_S006,"Sauzal, El",36,2022,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20230101_38041_D01_S001,"Sauzal, El",7,2023,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20230101_38041_D01_S001,"Sauzal, El",28,2023,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20230101_38041_D01_S002,"Sauzal, El",7,2023,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20230101_38041_D01_S002,"Sauzal, El",32,2023,Santa Cruz de Tenerife,Hombres
Industria,38041,38,20230101_38041_D01_S003,"Sauzal, El",6,2023,Santa Cruz de Tenerife,Mujeres
Industria,38041,38,20230101_38041_D01_S003,"Sauzal, El",28,2023,Santa Cruz de Tenerife,Hombres
